index,reaccion,correct,error,anger,sensation,emotional,sociability,motivacion
162,350,1,0,47,67,67,70,47
167,432,1,0,47,67,67,70,47
168,412,1,0,47,67,67,70,47
171,395,1,0,47,67,67,70,47
179,344,1,0,47,67,67,70,47
189,369,1,0,47,67,67,70,47
192,381,1,0,47,67,67,70,47
200,485,1,0,47,67,67,70,47
202,366,1,0,47,67,67,70,47
206,307,1,0,47,67,67,70,47
214,384,1,0,47,67,67,70,47
216,333,1,0,47,67,67,70,47
218,306,1,0,47,67,67,70,47
220,342,1,0,47,67,67,70,47
230,373,1,0,47,67,67,70,47
232,360,1,0,47,67,67,70,47
236,358,1,0,47,67,67,70,47
242,380,1,0,47,67,67,70,47
243,368,1,0,47,67,67,70,47
244,333,1,0,47,67,67,70,47
257,383,1,0,47,67,67,70,47
258,422,1,0,47,67,67,70,47
264,528,1,0,47,67,67,70,47
267,414,1,0,47,67,67,70,47
268,383,1,0,47,67,67,70,47
270,328,1,0,47,67,67,70,47
275,352,1,0,47,67,67,70,47
290,424,1,0,47,67,67,70,47
7,289,1,0,47,67,67,70,47
9,292,1,0,47,67,67,70,47
11,406,0,0,47,67,67,70,47
17,264,1,0,47,67,67,70,47
55,465,1,0,47,67,67,70,47
59,360,1,0,47,67,67,70,47
63,329,1,0,47,67,67,70,47
69,373,1,0,47,67,67,70,47
81,313,1,0,47,67,67,70,47
85,350,1,0,47,67,67,70,47
95,315,1,0,47,67,67,70,47
103,385,1,0,47,67,67,70,47
115,314,1,0,47,67,67,70,47
117,528,1,0,47,67,67,70,47
129,310,1,0,47,67,67,70,47
147,354,1,0,47,67,67,70,47
149,317,1,0,47,67,67,70,47
155,358,1,0,47,67,67,70,47
159,285,1,0,47,67,67,70,47
161,327,1,0,47,67,67,70,47
163,428,1,0,47,67,67,70,47
171,355,1,0,47,67,67,70,47
185,325,1,0,47,67,67,70,47
189,315,1,0,47,67,67,70,47
191,372,1,0,47,67,67,70,47
207,318,1,0,47,67,67,70,47
209,324,1,0,47,67,67,70,47
211,324,1,0,47,67,67,70,47
229,292,1,0,47,67,67,70,47
235,272,1,0,47,67,67,70,47
241,286,1,0,47,67,67,70,47
257,330,1,0,47,67,67,70,47
265,302,1,0,47,67,67,70,47
267,264,1,0,47,67,67,70,47
270,280,0,0,47,67,67,70,47
275,324,1,0,47,67,67,70,47
277,303,1,0,47,67,67,70,47
297,366,1,0,47,67,67,70,47
299,353,1,0,47,67,67,70,47
0,2218,0,0,47,67,67,70,47
1,385,0,0,47,67,67,70,47
2,513,0,3,47,67,67,70,47
3,403,0,3,47,67,67,70,47
4,643,0,3,47,67,67,70,47
5,445,0,0,47,67,67,70,47
6,1100,0,0,47,67,67,70,47
7,1423,0,2,47,67,67,70,47
8,712,0,0,47,67,67,70,47
9,798,0,0,47,67,67,70,47
10,2158,0,0,47,67,67,70,47
11,1478,0,0,47,67,67,70,47
12,438,0,0,47,67,67,70,47
0,2384,1,0,47,67,67,70,47
1,1710,1,0,47,67,67,70,47
2,1818,1,0,47,67,67,70,47
3,1621,1,0,47,67,67,70,47
4,1455,1,0,47,67,67,70,47
5,1450,1,0,47,67,67,70,47
6,1344,1,0,47,67,67,70,47
7,1332,1,0,47,67,67,70,47
8,1319,1,0,47,67,67,70,47
9,1267,1,0,47,67,67,70,47
10,1388,1,0,47,67,67,70,47
11,1453,1,0,47,67,67,70,47
12,1443,1,0,47,67,67,70,47
13,1324,1,0,47,67,67,70,47
14,1466,1,0,47,67,67,70,47
15,1442,1,0,47,67,67,70,47
16,1365,1,0,47,67,67,70,47
17,1253,1,0,47,67,67,70,47
18,1482,1,0,47,67,67,70,47
19,1373,1,0,47,67,67,70,47
20,1315,1,0,47,67,67,70,47
21,1240,1,0,47,67,67,70,47
22,1370,1,0,47,67,67,70,47
23,1275,1,0,47,67,67,70,47
24,1327,1,0,47,67,67,70,47
25,1329,1,0,47,67,67,70,47
26,1266,1,0,47,67,67,70,47
27,1284,1,0,47,67,67,70,47
28,1399,1,0,47,67,67,70,47
29,1534,1,0,47,67,67,70,47
30,1319,1,0,47,67,67,70,47
31,1231,1,0,47,67,67,70,47
32,1356,1,0,47,67,67,70,47
33,1234,1,0,47,67,67,70,47
34,1318,1,0,47,67,67,70,47
35,1323,1,0,47,67,67,70,47
36,1333,1,0,47,67,67,70,47
37,1300,1,0,47,67,67,70,47
38,1349,1,0,47,67,67,70,47
39,1331,1,0,47,67,67,70,47
40,1267,1,0,47,67,67,70,47
41,1366,1,0,47,67,67,70,47
42,1429,1,0,47,67,67,70,47
43,1284,1,0,47,67,67,70,47
44,1273,1,0,47,67,67,70,47
45,2083,1,0,47,67,67,70,47
46,1379,1,0,47,67,67,70,47
0,538,1,0,38,60,49,60,60
6,393,1,0,38,60,49,60,60
8,401,1,0,38,60,49,60,60
11,315,1,0,38,60,49,60,60
17,372,1,0,38,60,49,60,60
24,333,1,0,38,60,49,60,60
27,317,1,0,38,60,49,60,60
37,365,1,0,38,60,49,60,60
44,409,1,0,38,60,49,60,60
46,365,1,0,38,60,49,60,60
49,401,1,0,38,60,49,60,60
54,322,1,0,38,60,49,60,60
63,329,1,0,38,60,49,60,60
64,409,1,0,38,60,49,60,60
68,345,1,0,38,60,49,60,60
69,343,1,0,38,60,49,60,60
75,318,1,0,38,60,49,60,60
82,342,1,0,38,60,49,60,60
86,370,1,0,38,60,49,60,60
90,290,1,0,38,60,49,60,60
102,351,1,0,38,60,49,60,60
106,346,1,0,38,60,49,60,60
107,406,1,0,38,60,49,60,60
108,361,1,0,38,60,49,60,60
132,380,1,0,38,60,49,60,60
137,349,1,0,38,60,49,60,60
146,322,1,0,38,60,49,60,60
147,445,1,0,38,60,49,60,60
151,385,1,0,38,60,49,60,60
155,361,1,0,38,60,49,60,60
172,405,1,0,38,60,49,60,60
175,378,1,0,38,60,49,60,60
183,465,1,0,38,60,49,60,60
188,369,1,0,38,60,49,60,60
197,387,1,0,38,60,49,60,60
200,460,1,0,38,60,49,60,60
204,410,1,0,38,60,49,60,60
208,354,1,0,38,60,49,60,60
215,338,1,0,38,60,49,60,60
218,378,1,0,38,60,49,60,60
224,313,1,0,38,60,49,60,60
232,413,1,0,38,60,49,60,60
237,382,1,0,38,60,49,60,60
238,501,1,0,38,60,49,60,60
242,373,1,0,38,60,49,60,60
247,437,1,0,38,60,49,60,60
248,338,1,0,38,60,49,60,60
257,357,1,0,38,60,49,60,60
263,369,1,0,38,60,49,60,60
265,377,1,0,38,60,49,60,60
266,374,1,0,38,60,49,60,60
267,373,1,0,38,60,49,60,60
270,393,1,0,38,60,49,60,60
275,394,1,0,38,60,49,60,60
276,355,1,0,38,60,49,60,60
277,292,1,0,38,60,49,60,60
282,413,1,0,38,60,49,60,60
291,138,1,0,38,60,49,60,60
295,369,1,0,38,60,49,60,60
299,442,1,0,38,60,49,60,60
4,335,0,0,38,60,49,60,60
5,431,1,0,38,60,49,60,60
8,687,0,0,38,60,49,60,60
17,435,0,0,38,60,49,60,60
20,263,0,0,38,60,49,60,60
24,442,0,0,38,60,49,60,60
33,240,0,0,38,60,49,60,60
40,391,0,0,38,60,49,60,60
42,311,0,0,38,60,49,60,60
44,300,0,0,38,60,49,60,60
56,332,0,0,38,60,49,60,60
66,355,0,0,38,60,49,60,60
76,274,0,0,38,60,49,60,60
80,303,0,0,38,60,49,60,60
92,391,0,0,38,60,49,60,60
96,371,0,0,38,60,49,60,60
108,364,0,0,38,60,49,60,60
126,359,0,0,38,60,49,60,60
130,350,0,0,38,60,49,60,60
132,298,0,0,38,60,49,60,60
140,312,0,0,38,60,49,60,60
142,279,0,0,38,60,49,60,60
156,432,0,0,38,60,49,60,60
160,319,0,0,38,60,49,60,60
166,335,0,0,38,60,49,60,60
201,432,1,0,38,60,49,60,60
202,810,0,0,38,60,49,60,60
210,355,0,0,38,60,49,60,60
214,408,0,0,38,60,49,60,60
234,456,0,0,38,60,49,60,60
258,384,0,0,38,60,49,60,60
260,327,0,0,38,60,49,60,60
0,310,0,0,38,60,49,60,60
1,163,0,3,38,60,49,60,60
2,456,0,3,38,60,49,60,60
3,456,0,3,38,60,49,60,60
4,1640,0,3,38,60,49,60,60
5,272,0,0,38,60,49,60,60
6,1640,0,3,38,60,49,60,60
7,280,0,0,38,60,49,60,60
8,296,0,0,38,60,49,60,60
9,241,0,0,38,60,49,60,60
10,360,0,3,38,60,49,60,60
11,192,0,0,38,60,49,60,60
12,162,0,3,38,60,49,60,60
13,1104,0,3,38,60,49,60,60
14,799,0,0,38,60,49,60,60
15,263,0,0,38,60,49,60,60
16,520,0,3,38,60,49,60,60
17,384,0,0,38,60,49,60,60
18,242,0,0,38,60,49,60,60
19,169,0,0,38,60,49,60,60
20,705,0,1,38,60,49,60,60
21,489,0,1,38,60,49,60,60
22,368,0,0,38,60,49,60,60
23,217,0,0,38,60,49,60,60
24,273,0,0,38,60,49,60,60
0,2365,1,0,38,60,49,60,60
1,1894,1,0,38,60,49,60,60
2,1440,1,0,38,60,49,60,60
3,1312,1,0,38,60,49,60,60
4,1448,1,0,38,60,49,60,60
5,1403,1,0,38,60,49,60,60
6,1349,1,0,38,60,49,60,60
7,1358,1,0,38,60,49,60,60
8,1544,1,0,38,60,49,60,60
9,1321,1,0,38,60,49,60,60
10,1333,1,0,38,60,49,60,60
11,1295,1,0,38,60,49,60,60
12,1309,1,0,38,60,49,60,60
13,1235,1,0,38,60,49,60,60
14,1369,1,0,38,60,49,60,60
15,1296,1,0,38,60,49,60,60
16,1308,1,0,38,60,49,60,60
17,1236,1,0,38,60,49,60,60
18,1931,1,0,38,60,49,60,60
19,1240,1,0,38,60,49,60,60
20,1310,1,0,38,60,49,60,60
21,1512,1,0,38,60,49,60,60
22,1535,1,0,38,60,49,60,60
23,1332,1,0,38,60,49,60,60
24,1334,1,0,38,60,49,60,60
25,1296,1,0,38,60,49,60,60
26,1378,1,0,38,60,49,60,60
27,1325,1,0,38,60,49,60,60
28,1362,1,0,38,60,49,60,60
29,1552,1,0,38,60,49,60,60
30,1497,1,0,38,60,49,60,60
31,1386,1,0,38,60,49,60,60
32,1357,1,0,38,60,49,60,60
33,1342,1,0,38,60,49,60,60
34,1347,1,0,38,60,49,60,60
35,1316,1,0,38,60,49,60,60
36,1606,1,0,38,60,49,60,60
37,1425,1,0,38,60,49,60,60
38,1347,1,0,38,60,49,60,60
39,1282,1,0,38,60,49,60,60
40,1278,1,0,38,60,49,60,60
41,1868,1,0,38,60,49,60,60
42,1333,1,0,38,60,49,60,60
43,1270,1,0,38,60,49,60,60
44,1319,1,0,38,60,49,60,60
45,1229,1,0,38,60,49,60,60
46,1481,1,0,38,60,49,60,60
3,400,1,0,30,51,67,30,80
6,397,1,0,30,51,67,30,80
13,368,1,0,30,51,67,30,80
14,624,1,0,30,51,67,30,80
27,435,1,0,30,51,67,30,80
33,320,1,0,30,51,67,30,80
34,386,1,0,30,51,67,30,80
35,316,1,0,30,51,67,30,80
36,303,1,0,30,51,67,30,80
39,335,1,0,30,51,67,30,80
41,339,1,0,30,51,67,30,80
51,369,1,0,30,51,67,30,80
54,395,1,0,30,51,67,30,80
55,315,1,0,30,51,67,30,80
56,326,1,0,30,51,67,30,80
60,332,1,0,30,51,67,30,80
66,416,0,0,30,51,67,30,80
69,333,1,0,30,51,67,30,80
72,523,1,0,30,51,67,30,80
73,350,1,0,30,51,67,30,80
75,494,1,0,30,51,67,30,80
84,489,1,0,30,51,67,30,80
85,428,1,0,30,51,67,30,80
98,347,1,0,30,51,67,30,80
103,329,1,0,30,51,67,30,80
107,352,1,0,30,51,67,30,80
111,509,1,0,30,51,67,30,80
113,365,1,0,30,51,67,30,80
115,392,1,0,30,51,67,30,80
123,406,1,0,30,51,67,30,80
126,409,1,0,30,51,67,30,80
127,377,1,0,30,51,67,30,80
128,337,1,0,30,51,67,30,80
134,388,1,0,30,51,67,30,80
145,462,1,0,30,51,67,30,80
148,394,1,0,30,51,67,30,80
149,445,1,0,30,51,67,30,80
156,379,1,0,30,51,67,30,80
159,488,1,0,30,51,67,30,80
166,689,1,0,30,51,67,30,80
169,372,1,0,30,51,67,30,80
175,374,1,0,30,51,67,30,80
183,429,1,0,30,51,67,30,80
193,450,1,0,30,51,67,30,80
194,491,1,0,30,51,67,30,80
200,405,1,0,30,51,67,30,80
209,404,1,0,30,51,67,30,80
211,516,1,0,30,51,67,30,80
212,406,1,0,30,51,67,30,80
215,606,1,0,30,51,67,30,80
225,383,1,0,30,51,67,30,80
240,417,1,0,30,51,67,30,80
255,439,1,0,30,51,67,30,80
267,455,1,0,30,51,67,30,80
268,443,1,0,30,51,67,30,80
269,354,1,0,30,51,67,30,80
270,358,1,0,30,51,67,30,80
271,336,1,0,30,51,67,30,80
274,540,1,0,30,51,67,30,80
276,382,1,0,30,51,67,30,80
277,514,1,0,30,51,67,30,80
280,442,1,0,30,51,67,30,80
283,300,1,0,30,51,67,30,80
284,371,1,0,30,51,67,30,80
290,361,1,0,30,51,67,30,80
295,688,1,0,30,51,67,30,80
3,335,1,0,30,51,67,30,80
27,348,1,0,30,51,67,30,80
31,390,1,0,30,51,67,30,80
37,514,0,0,30,51,67,30,80
41,390,1,0,30,51,67,30,80
43,375,1,0,30,51,67,30,80
53,465,1,0,30,51,67,30,80
77,493,1,0,30,51,67,30,80
81,315,1,0,30,51,67,30,80
87,365,1,0,30,51,67,30,80
91,371,1,0,30,51,67,30,80
95,339,1,0,30,51,67,30,80
105,357,1,0,30,51,67,30,80
113,523,1,0,30,51,67,30,80
117,353,1,0,30,51,67,30,80
149,364,1,0,30,51,67,30,80
153,366,1,0,30,51,67,30,80
167,348,1,0,30,51,67,30,80
201,444,1,0,30,51,67,30,80
209,409,1,0,30,51,67,30,80
221,438,1,0,30,51,67,30,80
225,477,1,0,30,51,67,30,80
243,514,1,0,30,51,67,30,80
255,476,1,0,30,51,67,30,80
267,455,1,0,30,51,67,30,80
273,473,1,0,30,51,67,30,80
275,428,1,0,30,51,67,30,80
277,403,1,0,30,51,67,30,80
279,431,1,0,30,51,67,30,80
281,397,1,0,30,51,67,30,80
283,391,1,0,30,51,67,30,80
285,432,1,0,30,51,67,30,80
287,415,1,0,30,51,67,30,80
289,397,1,0,30,51,67,30,80
291,433,1,0,30,51,67,30,80
293,425,1,0,30,51,67,30,80
295,447,1,0,30,51,67,30,80
297,433,1,0,30,51,67,30,80
299,399,1,0,30,51,67,30,80
0,1368,0,0,30,51,67,30,80
1,262,0,3,30,51,67,30,80
2,832,0,3,30,51,67,30,80
3,369,0,0,30,51,67,30,80
4,371,0,0,30,51,67,30,80
5,701,0,0,30,51,67,30,80
6,249,0,0,30,51,67,30,80
7,319,0,3,30,51,67,30,80
8,953,0,2,30,51,67,30,80
9,383,0,3,30,51,67,30,80
10,1530,0,3,30,51,67,30,80
11,963,0,0,30,51,67,30,80
12,290,0,3,30,51,67,30,80
13,270,0,0,30,51,67,30,80
14,1457,0,0,30,51,67,30,80
15,1262,0,1,30,51,67,30,80
16,402,0,0,30,51,67,30,80
17,212,0,0,30,51,67,30,80
18,203,0,3,30,51,67,30,80
19,299,0,3,30,51,67,30,80
20,230,0,3,30,51,67,30,80
21,241,0,0,30,51,67,30,80
22,396,0,0,30,51,67,30,80
23,984,0,0,30,51,67,30,80
24,266,0,0,30,51,67,30,80
25,293,0,0,30,51,67,30,80
26,481,0,0,30,51,67,30,80
27,180,0,0,30,51,67,30,80
28,239,0,0,30,51,67,30,80
0,1906,1,0,30,51,67,30,80
1,1808,1,0,30,51,67,30,80
2,1983,1,0,30,51,67,30,80
3,1648,1,0,30,51,67,30,80
4,1866,1,0,30,51,67,30,80
5,1652,1,0,30,51,67,30,80
6,1600,1,0,30,51,67,30,80
7,1541,1,0,30,51,67,30,80
8,1691,1,0,30,51,67,30,80
9,2529,1,0,30,51,67,30,80
10,1676,1,0,30,51,67,30,80
11,1589,1,0,30,51,67,30,80
12,2345,1,0,30,51,67,30,80
13,1695,1,0,30,51,67,30,80
14,1636,1,0,30,51,67,30,80
15,1579,1,0,30,51,67,30,80
16,2463,1,0,30,51,67,30,80
17,1566,1,0,30,51,67,30,80
18,1806,1,0,30,51,67,30,80
19,1818,1,0,30,51,67,30,80
20,1607,1,0,30,51,67,30,80
21,1808,1,0,30,51,67,30,80
22,1806,1,0,30,51,67,30,80
23,1660,1,0,30,51,67,30,80
24,1621,1,0,30,51,67,30,80
25,1823,1,0,30,51,67,30,80
26,1646,1,0,30,51,67,30,80
27,1553,1,0,30,51,67,30,80
28,1738,1,0,30,51,67,30,80
29,1889,1,0,30,51,67,30,80
30,1653,1,0,30,51,67,30,80
31,1772,1,0,30,51,67,30,80
32,1620,1,0,30,51,67,30,80
33,1651,1,0,30,51,67,30,80
34,1657,1,0,30,51,67,30,80
35,1697,1,0,30,51,67,30,80
36,1532,1,0,30,51,67,30,80
37,1599,1,0,30,51,67,30,80
38,1630,1,0,30,51,67,30,80
39,1698,1,0,30,51,67,30,80
40,1883,1,0,30,51,67,30,80
41,1465,1,0,30,51,67,30,80
42,1529,1,0,30,51,67,30,80
43,1533,1,0,30,51,67,30,80
44,1458,1,0,30,51,67,30,80
45,1505,1,0,30,51,67,30,80
46,1662,1,0,30,51,67,30,80
4,397,1,0,65,93,78,65,27
5,442,1,0,65,93,78,65,27
11,383,1,0,65,93,78,65,27
14,378,1,0,65,93,78,65,27
17,379,1,0,65,93,78,65,27
21,356,1,0,65,93,78,65,27
22,500,1,0,65,93,78,65,27
25,576,1,0,65,93,78,65,27
26,427,1,0,65,93,78,65,27
42,327,1,0,65,93,78,65,27
50,477,1,0,65,93,78,65,27
56,427,1,0,65,93,78,65,27
58,451,1,0,65,93,78,65,27
73,402,1,0,65,93,78,65,27
74,444,1,0,65,93,78,65,27
75,349,1,0,65,93,78,65,27
79,412,1,0,65,93,78,65,27
81,491,1,0,65,93,78,65,27
84,278,1,0,65,93,78,65,27
86,379,1,0,65,93,78,65,27
88,307,1,0,65,93,78,65,27
101,470,1,0,65,93,78,65,27
104,358,1,0,65,93,78,65,27
111,387,1,0,65,93,78,65,27
115,400,0,0,65,93,78,65,27
117,403,1,0,65,93,78,65,27
120,390,1,0,65,93,78,65,27
140,419,1,0,65,93,78,65,27
144,368,1,0,65,93,78,65,27
146,448,1,0,65,93,78,65,27
147,458,1,0,65,93,78,65,27
155,388,1,0,65,93,78,65,27
158,390,1,0,65,93,78,65,27
161,370,1,0,65,93,78,65,27
165,427,1,0,65,93,78,65,27
166,438,1,0,65,93,78,65,27
167,343,0,0,65,93,78,65,27
169,409,1,0,65,93,78,65,27
170,459,1,0,65,93,78,65,27
182,432,1,0,65,93,78,65,27
183,409,1,0,65,93,78,65,27
189,326,1,0,65,93,78,65,27
191,432,1,0,65,93,78,65,27
196,369,1,0,65,93,78,65,27
205,413,1,0,65,93,78,65,27
210,378,1,0,65,93,78,65,27
215,373,1,0,65,93,78,65,27
224,395,1,0,65,93,78,65,27
252,456,1,0,65,93,78,65,27
255,409,1,0,65,93,78,65,27
256,552,1,0,65,93,78,65,27
261,495,1,0,65,93,78,65,27
262,514,1,0,65,93,78,65,27
271,382,1,0,65,93,78,65,27
275,361,1,0,65,93,78,65,27
285,434,1,0,65,93,78,65,27
289,387,1,0,65,93,78,65,27
290,383,1,0,65,93,78,65,27
294,444,1,0,65,93,78,65,27
295,365,1,0,65,93,78,65,27
1,274,1,0,65,93,78,65,27
5,313,1,0,65,93,78,65,27
11,306,1,0,65,93,78,65,27
13,295,1,0,65,93,78,65,27
17,278,1,0,65,93,78,65,27
19,299,1,0,65,93,78,65,27
21,404,1,0,65,93,78,65,27
34,397,0,0,65,93,78,65,27
35,436,1,0,65,93,78,65,27
37,343,1,0,65,93,78,65,27
41,869,1,0,65,93,78,65,27
43,330,1,0,65,93,78,65,27
49,265,1,0,65,93,78,65,27
57,259,1,0,65,93,78,65,27
72,540,0,0,65,93,78,65,27
73,349,1,0,65,93,78,65,27
75,313,1,0,65,93,78,65,27
97,329,1,0,65,93,78,65,27
103,315,1,0,65,93,78,65,27
117,386,1,0,65,93,78,65,27
127,326,1,0,65,93,78,65,27
133,386,1,0,65,93,78,65,27
141,429,1,0,65,93,78,65,27
143,342,1,0,65,93,78,65,27
183,326,1,0,65,93,78,65,27
187,372,1,0,65,93,78,65,27
195,332,1,0,65,93,78,65,27
215,378,1,0,65,93,78,65,27
223,307,1,0,65,93,78,65,27
235,298,1,0,65,93,78,65,27
237,314,1,0,65,93,78,65,27
243,580,1,0,65,93,78,65,27
259,317,1,0,65,93,78,65,27
265,299,1,0,65,93,78,65,27
267,704,0,0,65,93,78,65,27
277,315,1,0,65,93,78,65,27
291,369,1,0,65,93,78,65,27
293,325,1,0,65,93,78,65,27
295,326,1,0,65,93,78,65,27
297,322,1,0,65,93,78,65,27
299,370,1,0,65,93,78,65,27
0,1815,0,0,65,93,78,65,27
1,2435,0,0,65,93,78,65,27
2,443,0,0,65,93,78,65,27
3,549,0,0,65,93,78,65,27
4,308,0,0,65,93,78,65,27
5,748,0,2,65,93,78,65,27
6,382,0,3,65,93,78,65,27
7,380,0,0,65,93,78,65,27
8,2642,0,0,65,93,78,65,27
9,1300,0,0,65,93,78,65,27
10,365,0,0,65,93,78,65,27
11,1257,0,3,65,93,78,65,27
12,246,0,0,65,93,78,65,27
13,383,0,0,65,93,78,65,27
14,403,0,0,65,93,78,65,27
15,659,0,1,65,93,78,65,27
16,470,0,0,65,93,78,65,27
17,524,0,0,65,93,78,65,27
18,524,0,0,65,93,78,65,27
19,301,0,0,65,93,78,65,27
0,1379,1,0,65,93,78,65,27
1,1455,1,0,65,93,78,65,27
2,1392,1,0,65,93,78,65,27
3,1436,1,0,65,93,78,65,27
4,1340,1,0,65,93,78,65,27
5,1425,1,0,65,93,78,65,27
6,1611,1,0,65,93,78,65,27
7,1532,1,0,65,93,78,65,27
8,1346,1,0,65,93,78,65,27
9,1537,1,0,65,93,78,65,27
10,1586,1,0,65,93,78,65,27
11,1487,1,0,65,93,78,65,27
12,1547,1,0,65,93,78,65,27
13,1649,1,0,65,93,78,65,27
14,1624,1,0,65,93,78,65,27
15,2052,1,0,65,93,78,65,27
16,2005,1,0,65,93,78,65,27
17,1789,1,0,65,93,78,65,27
18,1787,1,0,65,93,78,65,27
19,1712,1,0,65,93,78,65,27
20,1771,1,0,65,93,78,65,27
21,1527,1,0,65,93,78,65,27
22,1647,1,0,65,93,78,65,27
23,1290,1,0,65,93,78,65,27
24,1295,1,0,65,93,78,65,27
25,1438,1,0,65,93,78,65,27
26,1717,1,0,65,93,78,65,27
27,1392,1,0,65,93,78,65,27
28,1351,1,0,65,93,78,65,27
29,1697,1,0,65,93,78,65,27
30,1456,1,0,65,93,78,65,27
31,1328,1,0,65,93,78,65,27
32,1411,1,0,65,93,78,65,27
33,1466,1,0,65,93,78,65,27
34,1379,1,0,65,93,78,65,27
35,1300,1,0,65,93,78,65,27
36,1413,1,0,65,93,78,65,27
37,1323,1,0,65,93,78,65,27
38,1365,1,0,65,93,78,65,27
39,1375,1,0,65,93,78,65,27
40,1286,1,0,65,93,78,65,27
41,1469,1,0,65,93,78,65,27
42,1359,1,0,65,93,78,65,27
43,1423,1,0,65,93,78,65,27
44,1405,1,0,65,93,78,65,27
45,1313,1,0,65,93,78,65,27
46,1288,1,0,65,93,78,65,27
6,1544,0,0,42,82,76,70,63
12,773,0,0,42,82,76,70,63
13,445,1,0,42,82,76,70,63
14,246,0,0,42,82,76,70,63
15,113,0,0,42,82,76,70,63
16,550,0,0,42,82,76,70,63
18,784,0,0,42,82,76,70,63
19,238,0,0,42,82,76,70,63
20,928,1,0,42,82,76,70,63
21,50,0,0,42,82,76,70,63
22,775,0,0,42,82,76,70,63
23,427,1,0,42,82,76,70,63
24,585,0,0,42,82,76,70,63
25,424,0,0,42,82,76,70,63
26,381,0,0,42,82,76,70,63
29,364,0,0,42,82,76,70,63
31,395,0,0,42,82,76,70,63
32,454,0,0,42,82,76,70,63
33,474,0,0,42,82,76,70,63
34,362,0,0,42,82,76,70,63
35,337,0,0,42,82,76,70,63
36,347,1,0,42,82,76,70,63
37,313,1,0,42,82,76,70,63
38,378,1,0,42,82,76,70,63
39,378,1,0,42,82,76,70,63
40,361,0,0,42,82,76,70,63
41,378,0,0,42,82,76,70,63
42,362,0,0,42,82,76,70,63
43,374,0,0,42,82,76,70,63
44,366,1,0,42,82,76,70,63
45,293,0,0,42,82,76,70,63
46,297,0,0,42,82,76,70,63
47,318,0,0,42,82,76,70,63
49,437,0,0,42,82,76,70,63
50,325,0,0,42,82,76,70,63
51,422,0,0,42,82,76,70,63
52,329,1,0,42,82,76,70,63
53,225,1,0,42,82,76,70,63
54,346,0,0,42,82,76,70,63
55,345,0,0,42,82,76,70,63
56,401,0,0,42,82,76,70,63
57,379,0,0,42,82,76,70,63
58,382,0,0,42,82,76,70,63
59,565,0,0,42,82,76,70,63
60,377,0,0,42,82,76,70,63
61,345,1,0,42,82,76,70,63
62,304,0,0,42,82,76,70,63
63,321,0,0,42,82,76,70,63
64,727,0,0,42,82,76,70,63
65,518,0,0,42,82,76,70,63
66,444,0,0,42,82,76,70,63
67,329,1,0,42,82,76,70,63
68,342,0,0,42,82,76,70,63
69,353,0,0,42,82,76,70,63
70,298,0,0,42,82,76,70,63
71,274,0,0,42,82,76,70,63
72,53,1,0,42,82,76,70,63
73,169,0,0,42,82,76,70,63
74,129,0,0,42,82,76,70,63
75,193,0,0,42,82,76,70,63
76,385,0,0,42,82,76,70,63
77,361,0,0,42,82,76,70,63
78,347,1,0,42,82,76,70,63
79,349,0,0,42,82,76,70,63
80,347,1,0,42,82,76,70,63
81,305,0,0,42,82,76,70,63
82,362,0,0,42,82,76,70,63
83,281,0,0,42,82,76,70,63
84,313,1,0,42,82,76,70,63
85,187,1,0,42,82,76,70,63
86,21,0,0,42,82,76,70,63
87,331,0,0,42,82,76,70,63
88,369,0,0,42,82,76,70,63
89,337,0,0,42,82,76,70,63
90,305,0,0,42,82,76,70,63
92,483,0,0,42,82,76,70,63
93,501,0,0,42,82,76,70,63
94,545,0,0,42,82,76,70,63
95,513,0,0,42,82,76,70,63
96,498,0,0,42,82,76,70,63
97,577,0,0,42,82,76,70,63
98,457,0,0,42,82,76,70,63
99,309,0,0,42,82,76,70,63
100,330,1,0,42,82,76,70,63
101,323,0,0,42,82,76,70,63
102,321,0,0,42,82,76,70,63
103,354,0,0,42,82,76,70,63
104,425,1,0,42,82,76,70,63
105,443,0,0,42,82,76,70,63
106,492,1,0,42,82,76,70,63
107,333,0,0,42,82,76,70,63
108,81,0,0,42,82,76,70,63
109,310,0,0,42,82,76,70,63
110,289,0,0,42,82,76,70,63
111,349,1,0,42,82,76,70,63
112,387,0,0,42,82,76,70,63
113,338,0,0,42,82,76,70,63
114,536,0,0,42,82,76,70,63
115,577,0,0,42,82,76,70,63
116,409,0,0,42,82,76,70,63
117,384,0,0,42,82,76,70,63
118,414,0,0,42,82,76,70,63
119,333,0,0,42,82,76,70,63
120,326,1,0,42,82,76,70,63
121,337,0,0,42,82,76,70,63
122,299,1,0,42,82,76,70,63
123,305,0,0,42,82,76,70,63
124,385,0,0,42,82,76,70,63
125,454,0,0,42,82,76,70,63
126,314,0,0,42,82,76,70,63
127,408,0,0,42,82,76,70,63
128,427,0,0,42,82,76,70,63
129,619,1,0,42,82,76,70,63
130,517,0,0,42,82,76,70,63
131,321,1,0,42,82,76,70,63
132,257,0,0,42,82,76,70,63
133,372,0,0,42,82,76,70,63
134,337,1,0,42,82,76,70,63
135,323,1,0,42,82,76,70,63
136,310,0,0,42,82,76,70,63
137,337,0,0,42,82,76,70,63
139,523,0,0,42,82,76,70,63
140,393,0,0,42,82,76,70,63
141,449,0,0,42,82,76,70,63
