index,reaccion,correct,error,anger,sensation,emotional,sociability,motivacion
34,365,0,3,33,69,40,95,30
35,283,0,0,33,69,40,95,30
36,5204,0,0,33,69,40,95,30
37,742,0,0,33,69,40,95,30
38,699,0,3,33,69,40,95,30
39,411,0,3,33,69,40,95,30
40,539,0,0,33,69,40,95,30
41,315,0,0,33,69,40,95,30
42,363,0,0,33,69,40,95,30
43,1173,0,2,33,69,40,95,30
44,443,0,0,33,69,40,95,30
45,698,0,0,33,69,40,95,30
46,802,0,0,33,69,40,95,30
47,921,0,3,33,69,40,95,30
48,395,0,0,33,69,40,95,30
49,718,0,0,33,69,40,95,30
50,451,0,0,33,69,40,95,30
51,896,0,2,33,69,40,95,30
52,1114,0,0,33,69,40,95,30
53,441,0,0,33,69,40,95,30
0,2069,1,0,33,69,40,95,30
1,1731,1,0,33,69,40,95,30
2,1508,1,0,33,69,40,95,30
3,1552,1,0,33,69,40,95,30
4,1788,1,0,33,69,40,95,30
5,1339,1,0,33,69,40,95,30
6,1494,1,0,33,69,40,95,30
7,1432,1,0,33,69,40,95,30
8,1486,1,0,33,69,40,95,30
9,1516,1,0,33,69,40,95,30
10,1328,1,0,33,69,40,95,30
11,1432,1,0,33,69,40,95,30
12,1321,1,0,33,69,40,95,30
13,1277,1,0,33,69,40,95,30
14,1400,1,0,33,69,40,95,30
15,1316,1,0,33,69,40,95,30
16,1408,1,0,33,69,40,95,30
17,1234,1,0,33,69,40,95,30
18,1350,1,0,33,69,40,95,30
19,1253,1,0,33,69,40,95,30
20,1439,1,0,33,69,40,95,30
21,1450,1,0,33,69,40,95,30
22,1395,1,0,33,69,40,95,30
23,1343,1,0,33,69,40,95,30
24,1260,1,0,33,69,40,95,30
25,1281,1,0,33,69,40,95,30
26,1580,1,0,33,69,40,95,30
27,1397,1,0,33,69,40,95,30
28,1488,1,0,33,69,40,95,30
29,1498,1,0,33,69,40,95,30
30,1414,1,0,33,69,40,95,30
31,1331,1,0,33,69,40,95,30
32,1438,1,0,33,69,40,95,30
33,1223,1,0,33,69,40,95,30
34,1353,1,0,33,69,40,95,30
35,1300,1,0,33,69,40,95,30
36,1345,1,0,33,69,40,95,30
37,1318,1,0,33,69,40,95,30
38,1407,1,0,33,69,40,95,30
39,1437,1,0,33,69,40,95,30
40,1351,1,0,33,69,40,95,30
41,1466,1,0,33,69,40,95,30
42,1322,1,0,33,69,40,95,30
43,1392,1,0,33,69,40,95,30
44,1243,1,0,33,69,40,95,30
45,1327,1,0,33,69,40,95,30
46,1436,1,0,33,69,40,95,30
3,343,1,0,45,100,69,90,97
5,298,1,0,45,100,69,90,97
12,319,1,0,45,100,69,90,97
13,445,1,0,45,100,69,90,97
14,324,1,0,45,100,69,90,97
17,347,1,0,45,100,69,90,97
21,313,1,0,45,100,69,90,97
25,305,1,0,45,100,69,90,97
37,298,1,0,45,100,69,90,97
42,318,1,0,45,100,69,90,97
44,440,1,0,45,100,69,90,97
48,315,1,0,45,100,69,90,97
59,364,0,0,45,100,69,90,97
66,354,1,0,45,100,69,90,97
94,326,1,0,45,100,69,90,97
97,441,1,0,45,100,69,90,97
99,327,1,0,45,100,69,90,97
109,381,1,0,45,100,69,90,97
112,444,1,0,45,100,69,90,97
116,409,1,0,45,100,69,90,97
124,383,1,0,45,100,69,90,97
140,361,1,0,45,100,69,90,97
141,316,1,0,45,100,69,90,97
142,330,1,0,45,100,69,90,97
146,393,1,0,45,100,69,90,97
150,397,1,0,45,100,69,90,97
159,326,1,0,45,100,69,90,97
166,362,1,0,45,100,69,90,97
168,355,1,0,45,100,69,90,97
177,480,1,0,45,100,69,90,97
180,376,1,0,45,100,69,90,97
181,366,1,0,45,100,69,90,97
201,447,1,0,45,100,69,90,97
206,392,1,0,45,100,69,90,97
207,343,1,0,45,100,69,90,97
208,342,1,0,45,100,69,90,97
209,324,1,0,45,100,69,90,97
210,314,1,0,45,100,69,90,97
216,366,1,0,45,100,69,90,97
219,343,1,0,45,100,69,90,97
222,386,1,0,45,100,69,90,97
227,383,1,0,45,100,69,90,97
229,329,1,0,45,100,69,90,97
241,471,1,0,45,100,69,90,97
245,368,1,0,45,100,69,90,97
246,360,1,0,45,100,69,90,97
254,379,1,0,45,100,69,90,97
258,412,1,0,45,100,69,90,97
263,362,1,0,45,100,69,90,97
264,324,1,0,45,100,69,90,97
272,342,1,0,45,100,69,90,97
288,427,1,0,45,100,69,90,97
294,374,1,0,45,100,69,90,97
296,341,1,0,45,100,69,90,97
297,407,1,0,45,100,69,90,97
3,350,1,0,45,100,69,90,97
17,401,1,0,45,100,69,90,97
49,652,1,0,45,100,69,90,97
53,316,1,0,45,100,69,90,97
63,307,1,0,45,100,69,90,97
69,458,1,0,45,100,69,90,97
75,332,1,0,45,100,69,90,97
77,438,0,0,45,100,69,90,97
79,378,1,0,45,100,69,90,97
85,388,1,0,45,100,69,90,97
89,355,1,0,45,100,69,90,97
93,337,1,0,45,100,69,90,97
99,468,1,0,45,100,69,90,97
101,336,1,0,45,100,69,90,97
112,749,0,0,45,100,69,90,97
143,341,1,0,45,100,69,90,97
145,347,1,0,45,100,69,90,97
161,349,1,0,45,100,69,90,97
163,337,1,0,45,100,69,90,97
167,356,1,0,45,100,69,90,97
197,365,1,0,45,100,69,90,97
209,361,1,0,45,100,69,90,97
211,307,1,0,45,100,69,90,97
213,335,1,0,45,100,69,90,97
215,397,1,0,45,100,69,90,97
221,457,1,0,45,100,69,90,97
225,331,1,0,45,100,69,90,97
231,370,1,0,45,100,69,90,97
232,503,0,0,45,100,69,90,97
239,304,1,0,45,100,69,90,97
243,441,1,0,45,100,69,90,97
245,323,1,0,45,100,69,90,97
247,306,0,0,45,100,69,90,97
261,467,1,0,45,100,69,90,97
271,322,1,0,45,100,69,90,97
273,340,1,0,45,100,69,90,97
286,751,0,0,45,100,69,90,97
291,375,1,0,45,100,69,90,97
0,1524,0,0,45,100,69,90,97
1,791,0,2,45,100,69,90,97
2,311,0,3,45,100,69,90,97
3,274,0,0,45,100,69,90,97
4,803,0,0,45,100,69,90,97
5,1090,0,2,45,100,69,90,97
6,450,0,2,45,100,69,90,97
7,649,0,0,45,100,69,90,97
8,1254,0,3,45,100,69,90,97
9,275,0,3,45,100,69,90,97
10,1165,0,3,45,100,69,90,97
11,2796,0,2,45,100,69,90,97
12,737,0,0,45,100,69,90,97
13,618,0,0,45,100,69,90,97
14,619,0,1,45,100,69,90,97
15,824,0,2,45,100,69,90,97
16,1127,0,0,45,100,69,90,97
17,462,0,0,45,100,69,90,97
18,782,0,0,45,100,69,90,97
19,548,0,0,45,100,69,90,97
20,485,0,0,45,100,69,90,97
21,678,0,1,45,100,69,90,97
22,584,0,3,45,100,69,90,97
23,434,0,0,45,100,69,90,97
0,1958,1,0,45,100,69,90,97
1,1832,1,0,45,100,69,90,97
2,2731,1,0,45,100,69,90,97
3,1444,1,0,45,100,69,90,97
4,1441,1,0,45,100,69,90,97
5,1994,1,0,45,100,69,90,97
6,2023,1,0,45,100,69,90,97
7,1481,1,0,45,100,69,90,97
8,1475,1,0,45,100,69,90,97
9,1406,1,0,45,100,69,90,97
10,1307,1,0,45,100,69,90,97
11,1432,1,0,45,100,69,90,97
12,1698,1,0,45,100,69,90,97
13,1507,1,0,45,100,69,90,97
14,1597,1,0,45,100,69,90,97
15,1416,1,0,45,100,69,90,97
16,1430,1,0,45,100,69,90,97
17,1314,1,0,45,100,69,90,97
18,1326,1,0,45,100,69,90,97
19,1489,1,0,45,100,69,90,97
20,1292,1,0,45,100,69,90,97
21,1310,1,0,45,100,69,90,97
22,1277,1,0,45,100,69,90,97
23,1464,1,0,45,100,69,90,97
24,1682,1,0,45,100,69,90,97
25,1367,1,0,45,100,69,90,97
26,1414,1,0,45,100,69,90,97
27,1450,1,0,45,100,69,90,97
28,1390,1,0,45,100,69,90,97
29,1386,1,0,45,100,69,90,97
30,1456,1,0,45,100,69,90,97
31,1364,1,0,45,100,69,90,97
32,1385,1,0,45,100,69,90,97
33,1304,1,0,45,100,69,90,97
34,1332,1,0,45,100,69,90,97
35,1514,1,0,45,100,69,90,97
36,1665,1,0,45,100,69,90,97
37,1373,1,0,45,100,69,90,97
38,1423,1,0,45,100,69,90,97
39,1564,1,0,45,100,69,90,97
40,1384,1,0,45,100,69,90,97
41,1405,1,0,45,100,69,90,97
42,1341,1,0,45,100,69,90,97
43,1437,1,0,45,100,69,90,97
44,1765,1,0,45,100,69,90,97
45,1428,1,0,45,100,69,90,97
46,1277,1,0,45,100,69,90,97
4,406,1,0,28,80,53,80,37
9,412,1,0,28,80,53,80,37
14,451,1,0,28,80,53,80,37
18,318,1,0,28,80,53,80,37
23,396,1,0,28,80,53,80,37
27,507,1,0,28,80,53,80,37
28,421,1,0,28,80,53,80,37
31,387,1,0,28,80,53,80,37
34,345,1,0,28,80,53,80,37
35,527,1,0,28,80,53,80,37
39,407,1,0,28,80,53,80,37
42,369,1,0,28,80,53,80,37
50,349,1,0,28,80,53,80,37
61,356,1,0,28,80,53,80,37
72,366,1,0,28,80,53,80,37
76,659,1,0,28,80,53,80,37
77,395,1,0,28,80,53,80,37
80,483,1,0,28,80,53,80,37
83,367,1,0,28,80,53,80,37
88,492,1,0,28,80,53,80,37
91,556,1,0,28,80,53,80,37
94,369,1,0,28,80,53,80,37
97,376,1,0,28,80,53,80,37
99,334,1,0,28,80,53,80,37
105,439,1,0,28,80,53,80,37
115,408,1,0,28,80,53,80,37
117,570,1,0,28,80,53,80,37
123,513,1,0,28,80,53,80,37
130,374,1,0,28,80,53,80,37
138,381,1,0,28,80,53,80,37
139,409,1,0,28,80,53,80,37
146,514,1,0,28,80,53,80,37
161,436,1,0,28,80,53,80,37
163,399,1,0,28,80,53,80,37
175,485,0,0,28,80,53,80,37
189,434,1,0,28,80,53,80,37
192,387,1,0,28,80,53,80,37
193,452,1,0,28,80,53,80,37
195,519,1,0,28,80,53,80,37
196,477,1,0,28,80,53,80,37
197,390,1,0,28,80,53,80,37
203,490,1,0,28,80,53,80,37
205,390,1,0,28,80,53,80,37
206,502,1,0,28,80,53,80,37
208,416,1,0,28,80,53,80,37
211,424,1,0,28,80,53,80,37
216,475,1,0,28,80,53,80,37
220,402,1,0,28,80,53,80,37
228,423,1,0,28,80,53,80,37
238,433,1,0,28,80,53,80,37
239,684,1,0,28,80,53,80,37
244,379,1,0,28,80,53,80,37
249,419,1,0,28,80,53,80,37
251,393,1,0,28,80,53,80,37
260,364,1,0,28,80,53,80,37
263,444,1,0,28,80,53,80,37
268,426,1,0,28,80,53,80,37
283,472,1,0,28,80,53,80,37
285,645,1,0,28,80,53,80,37
296,470,1,0,28,80,53,80,37
297,435,1,0,28,80,53,80,37
18,373,0,0,28,80,53,80,37
42,353,0,0,28,80,53,80,37
48,402,0,0,28,80,53,80,37
90,393,0,0,28,80,53,80,37
106,376,0,0,28,80,53,80,37
108,430,0,0,28,80,53,80,37
110,340,0,0,28,80,53,80,37
120,708,0,0,28,80,53,80,37
124,359,0,0,28,80,53,80,37
128,432,0,0,28,80,53,80,37
130,363,0,0,28,80,53,80,37
174,422,0,0,28,80,53,80,37
182,380,0,0,28,80,53,80,37
222,478,0,0,28,80,53,80,37
262,365,0,0,28,80,53,80,37
282,392,0,0,28,80,53,80,37
284,347,0,0,28,80,53,80,37
286,365,0,0,28,80,53,80,37
288,411,0,0,28,80,53,80,37
290,337,0,0,28,80,53,80,37
292,395,0,0,28,80,53,80,37
294,314,0,0,28,80,53,80,37
296,293,0,0,28,80,53,80,37
298,357,0,0,28,80,53,80,37
0,362,0,0,28,80,53,80,37
1,524,0,3,28,80,53,80,37
2,568,0,2,28,80,53,80,37
3,1027,0,3,28,80,53,80,37
4,445,0,0,28,80,53,80,37
5,516,0,3,28,80,53,80,37
6,648,0,3,28,80,53,80,37
7,191,0,3,28,80,53,80,37
8,220,0,0,28,80,53,80,37
9,461,0,2,28,80,53,80,37
10,572,0,1,28,80,53,80,37
11,627,0,0,28,80,53,80,37
12,369,0,2,28,80,53,80,37
13,277,0,3,28,80,53,80,37
14,195,0,3,28,80,53,80,37
15,188,0,3,28,80,53,80,37
16,343,0,0,28,80,53,80,37
17,955,0,3,28,80,53,80,37
18,220,0,3,28,80,53,80,37
19,75,0,0,28,80,53,80,37
20,119,0,1,28,80,53,80,37
21,103,0,1,28,80,53,80,37
22,223,0,1,28,80,53,80,37
23,403,0,1,28,80,53,80,37
24,499,0,0,28,80,53,80,37
25,182,0,3,28,80,53,80,37
26,187,0,0,28,80,53,80,37
27,639,0,2,28,80,53,80,37
28,436,0,2,28,80,53,80,37
29,357,0,3,28,80,53,80,37
30,235,0,3,28,80,53,80,37
31,456,0,0,28,80,53,80,37
32,327,0,2,28,80,53,80,37
33,286,0,2,28,80,53,80,37
34,230,0,2,28,80,53,80,37
35,368,0,0,28,80,53,80,37
36,336,0,0,28,80,53,80,37
37,1537,0,1,28,80,53,80,37
38,286,0,0,28,80,53,80,37
39,383,0,3,28,80,53,80,37
40,287,0,3,28,80,53,80,37
41,424,0,3,28,80,53,80,37
42,498,0,3,28,80,53,80,37
43,435,0,2,28,80,53,80,37
44,481,0,2,28,80,53,80,37
45,273,0,2,28,80,53,80,37
46,86,0,2,28,80,53,80,37
47,84,0,2,28,80,53,80,37
48,937,0,2,28,80,53,80,37
49,269,0,2,28,80,53,80,37
50,1258,0,0,28,80,53,80,37
51,319,0,0,28,80,53,80,37
52,413,0,1,28,80,53,80,37
53,312,0,0,28,80,53,80,37
54,954,0,2,28,80,53,80,37
55,232,0,3,28,80,53,80,37
56,228,0,3,28,80,53,80,37
57,1052,0,3,28,80,53,80,37
58,252,0,3,28,80,53,80,37
59,187,0,3,28,80,53,80,37
60,561,0,2,28,80,53,80,37
61,181,0,3,28,80,53,80,37
62,236,0,3,28,80,53,80,37
63,209,0,3,28,80,53,80,37
64,129,0,3,28,80,53,80,37
65,223,0,3,28,80,53,80,37
66,143,0,3,28,80,53,80,37
67,363,0,3,28,80,53,80,37
68,355,0,3,28,80,53,80,37
69,188,0,0,28,80,53,80,37
70,1239,0,1,28,80,53,80,37
71,275,0,1,28,80,53,80,37
72,1850,0,0,28,80,53,80,37
73,300,0,0,28,80,53,80,37
74,544,0,1,28,80,53,80,37
75,303,0,3,28,80,53,80,37
76,460,0,0,28,80,53,80,37
77,320,0,0,28,80,53,80,37
78,963,0,3,28,80,53,80,37
79,267,0,0,28,80,53,80,37
80,233,0,3,28,80,53,80,37
81,201,0,3,28,80,53,80,37
82,300,0,3,28,80,53,80,37
83,272,0,3,28,80,53,80,37
84,1641,0,0,28,80,53,80,37
85,267,0,0,28,80,53,80,37
86,248,0,3,28,80,53,80,37
87,165,0,3,28,80,53,80,37
88,217,0,3,28,80,53,80,37
89,184,0,0,28,80,53,80,37
90,733,0,3,28,80,53,80,37
91,163,0,3,28,80,53,80,37
92,187,0,3,28,80,53,80,37
93,395,0,2,28,80,53,80,37
94,747,0,0,28,80,53,80,37
95,579,0,0,28,80,53,80,37
96,259,0,3,28,80,53,80,37
97,274,0,0,28,80,53,80,37
98,389,0,3,28,80,53,80,37
99,265,0,3,28,80,53,80,37
100,3773,0,1,28,80,53,80,37
101,577,0,1,28,80,53,80,37
102,932,0,2,28,80,53,80,37
103,500,0,2,28,80,53,80,37
104,693,0,2,28,80,53,80,37
105,405,0,0,28,80,53,80,37
106,377,0,0,28,80,53,80,37
107,224,0,3,28,80,53,80,37
108,154,0,2,28,80,53,80,37
109,221,0,3,28,80,53,80,37
110,271,0,3,28,80,53,80,37
111,1749,0,3,28,80,53,80,37
112,507,0,2,28,80,53,80,37
113,272,0,3,28,80,53,80,37
114,349,0,0,28,80,53,80,37
115,215,0,3,28,80,53,80,37
116,186,0,3,28,80,53,80,37
117,502,0,2,28,80,53,80,37
118,84,0,2,28,80,53,80,37
119,84,0,2,28,80,53,80,37
120,83,0,2,28,80,53,80,37
121,84,0,2,28,80,53,80,37
122,83,0,2,28,80,53,80,37
123,84,0,2,28,80,53,80,37
124,83,0,2,28,80,53,80,37
125,84,0,2,28,80,53,80,37
126,84,0,2,28,80,53,80,37
127,83,0,2,28,80,53,80,37
128,84,0,2,28,80,53,80,37
129,954,0,0,28,80,53,80,37
130,474,0,2,28,80,53,80,37
131,281,0,3,28,80,53,80,37
132,203,0,3,28,80,53,80,37
133,408,0,0,28,80,53,80,37
134,683,0,1,28,80,53,80,37
135,25279,0,1,28,80,53,80,37
136,44,0,0,28,80,53,80,37
137,356,0,3,28,80,53,80,37
138,193,0,3,28,80,53,80,37
139,1717,0,0,28,80,53,80,37
140,421,0,3,28,80,53,80,37
141,717,0,2,28,80,53,80,37
142,184,0,3,28,80,53,80,37
143,279,0,2,28,80,53,80,37
144,264,0,0,28,80,53,80,37
145,168,0,0,28,80,53,80,37
146,736,0,2,28,80,53,80,37
147,395,0,2,28,80,53,80,37
148,11,0,3,28,80,53,80,37
149,588,0,3,28,80,53,80,37
150,1957,0,0,28,80,53,80,37
151,404,0,3,28,80,53,80,37
152,540,0,1,28,80,53,80,37
153,436,0,3,28,80,53,80,37
154,177,0,3,28,80,53,80,37
155,193,0,3,28,80,53,80,37
156,256,0,3,28,80,53,80,37
157,169,0,3,28,80,53,80,37
158,215,0,3,28,80,53,80,37
159,11154,0,2,28,80,53,80,37
160,221,0,3,28,80,53,80,37
161,264,0,2,28,80,53,80,37
162,340,0,0,28,80,53,80,37
163,604,0,3,28,80,53,80,37
164,389,0,2,28,80,53,80,37
165,1205,0,3,28,80,53,80,37
166,483,0,2,28,80,53,80,37
167,1027,0,3,28,80,53,80,37
168,1774,0,0,28,80,53,80,37
169,943,0,0,28,80,53,80,37
170,1211,0,3,28,80,53,80,37
171,1052,0,0,28,80,53,80,37
172,310,0,3,28,80,53,80,37
173,180,0,3,28,80,53,80,37
174,216,0,3,28,80,53,80,37
175,327,0,0,28,80,53,80,37
176,517,0,1,28,80,53,80,37
177,320,0,1,28,80,53,80,37
178,489,0,0,28,80,53,80,37
179,611,0,3,28,80,53,80,37
180,548,0,3,28,80,53,80,37
181,279,0,0,28,80,53,80,37
182,302,0,0,28,80,53,80,37
183,235,0,3,28,80,53,80,37
184,512,0,3,28,80,53,80,37
185,573,0,0,28,80,53,80,37
186,292,0,2,28,80,53,80,37
187,537,0,1,28,80,53,80,37
188,1025,0,0,28,80,53,80,37
189,293,0,3,28,80,53,80,37
190,906,0,2,28,80,53,80,37
191,388,0,0,28,80,53,80,37
192,322,0,0,28,80,53,80,37
193,357,0,0,28,80,53,80,37
194,246,0,0,28,80,53,80,37
195,581,0,1,28,80,53,80,37
196,1009,0,0,28,80,53,80,37
197,180,0,1,28,80,53,80,37
198,463,0,0,28,80,53,80,37
199,879,0,0,28,80,53,80,37
200,187,0,0,28,80,53,80,37
0,290,0,0,28,80,53,80,37
1,1415,0,3,28,80,53,80,37
2,304,0,3,28,80,53,80,37
3,165,0,3,28,80,53,80,37
4,191,0,3,28,80,53,80,37
5,308,0,0,28,80,53,80,37
6,376,0,0,28,80,53,80,37
7,877,0,0,28,80,53,80,37
8,968,0,0,28,80,53,80,37
9,698,0,0,28,80,53,80,37
10,247,0,3,28,80,53,80,37
11,327,0,3,28,80,53,80,37
12,250,0,0,28,80,53,80,37
13,187,0,3,28,80,53,80,37
14,475,0,0,28,80,53,80,37
15,458,0,2,28,80,53,80,37
16,310,0,3,28,80,53,80,37
17,463,0,2,28,80,53,80,37
18,419,0,0,28,80,53,80,37
19,266,0,3,28,80,53,80,37
20,592,0,0,28,80,53,80,37
21,394,0,2,28,80,53,80,37
22,442,0,0,28,80,53,80,37
23,359,0,0,28,80,53,80,37
24,482,0,0,28,80,53,80,37
25,1464,0,1,28,80,53,80,37
26,904,0,0,28,80,53,80,37
27,727,0,1,28,80,53,80,37
28,458,0,0,28,80,53,80,37
29,316,0,0,28,80,53,80,37
30,476,0,1,28,80,53,80,37
31,340,0,0,28,80,53,80,37
32,751,0,1,28,80,53,80,37
33,453,0,0,28,80,53,80,37
34,687,0,3,28,80,53,80,37
35,318,0,3,28,80,53,80,37
36,212,0,3,28,80,53,80,37
37,280,0,3,28,80,53,80,37
38,142,0,3,28,80,53,80,37
39,1158,0,3,28,80,53,80,37
40,195,0,0,28,80,53,80,37
41,678,0,1,28,80,53,80,37
42,836,0,3,28,80,53,80,37
43,613,0,1,28,80,53,80,37
44,614,0,0,28,80,53,80,37
45,743,0,3,28,80,53,80,37
46,256,0,3,28,80,53,80,37
47,181,0,3,28,80,53,80,37
48,284,0,3,28,80,53,80,37
49,222,0,3,28,80,53,80,37
50,218,0,3,28,80,53,80,37
51,267,0,3,28,80,53,80,37
52,435,0,0,28,80,53,80,37
53,680,0,1,28,80,53,80,37
54,306,0,0,28,80,53,80,37
55,650,0,1,28,80,53,80,37
56,550,0,0,28,80,53,80,37
57,305,0,0,28,80,53,80,37
58,792,0,3,28,80,53,80,37
59,265,0,3,28,80,53,80,37
60,229,0,3,28,80,53,80,37
61,467,0,2,28,80,53,80,37
62,286,0,0,28,80,53,80,37
63,321,0,3,28,80,53,80,37
64,444,0,0,28,80,53,80,37
65,428,0,0,28,80,53,80,37
66,291,0,3,28,80,53,80,37
67,289,0,0,28,80,53,80,37
68,286,0,3,28,80,53,80,37
69,388,0,2,28,80,53,80,37
70,974,0,0,28,80,53,80,37
71,345,0,0,28,80,53,80,37
72,397,0,3,28,80,53,80,37
73,407,0,2,28,80,53,80,37
74,341,0,0,28,80,53,80,37
75,221,0,0,28,80,53,80,37
76,575,0,0,28,80,53,80,37
77,329,0,0,28,80,53,80,37
78,371,0,0,28,80,53,80,37
79,801,0,0,28,80,53,80,37
80,321,0,0,28,80,53,80,37
0,1814,1,0,28,80,53,80,37
1,1764,1,0,28,80,53,80,37
2,1524,1,0,28,80,53,80,37
3,1503,1,0,28,80,53,80,37
4,1451,1,0,28,80,53,80,37
5,1661,1,0,28,80,53,80,37
6,1675,1,0,28,80,53,80,37
7,1564,1,0,28,80,53,80,37
8,1669,1,0,28,80,53,80,37
9,1413,1,0,28,80,53,80,37
10,1395,1,0,28,80,53,80,37
11,1371,1,0,28,80,53,80,37
12,1432,1,0,28,80,53,80,37
13,1691,1,0,28,80,53,80,37
14,1493,1,0,28,80,53,80,37
15,1337,1,0,28,80,53,80,37
16,1808,1,0,28,80,53,80,37
17,1489,1,0,28,80,53,80,37
18,1469,1,0,28,80,53,80,37
19,1318,1,0,28,80,53,80,37
20,1436,1,0,28,80,53,80,37
21,1493,1,0,28,80,53,80,37
22,1391,1,0,28,80,53,80,37
23,1411,1,0,28,80,53,80,37
24,1405,1,0,28,80,53,80,37
25,1514,1,0,28,80,53,80,37
26,1628,1,0,28,80,53,80,37
27,1463,1,0,28,80,53,80,37
28,1720,1,0,28,80,53,80,37
29,1377,1,0,28,80,53,80,37
30,1376,1,0,28,80,53,80,37
31,1712,1,0,28,80,53,80,37
32,1478,1,0,28,80,53,80,37
33,1428,1,0,28,80,53,80,37
34,1548,1,0,28,80,53,80,37
35,1301,1,0,28,80,53,80,37
36,1315,1,0,28,80,53,80,37
37,1419,1,0,28,80,53,80,37
38,1381,1,0,28,80,53,80,37
39,1524,1,0,28,80,53,80,37
40,1320,1,0,28,80,53,80,37
41,1350,1,0,28,80,53,80,37
42,1450,1,0,28,80,53,80,37
43,1601,1,0,28,80,53,80,37
44,1421,1,0,28,80,53,80,37
45,1362,1,0,28,80,53,80,37
46,1373,1,0,28,80,53,80,37
2,396,1,0,32,51,58,45,43
5,344,1,0,32,51,58,45,43
7,339,1,0,32,51,58,45,43
9,340,1,0,32,51,58,45,43
14,316,1,0,32,51,58,45,43
18,389,1,0,32,51,58,45,43
24,371,1,0,32,51,58,45,43
25,397,1,0,32,51,58,45,43
30,363,1,0,32,51,58,45,43
32,283,1,0,32,51,58,45,43
37,345,1,0,32,51,58,45,43
39,343,1,0,32,51,58,45,43
42,317,1,0,32,51,58,45,43
43,393,1,0,32,51,58,45,43
44,324,1,0,32,51,58,45,43
68,320,1,0,32,51,58,45,43
69,357,1,0,32,51,58,45,43
74,376,1,0,32,51,58,45,43
77,324,1,0,32,51,58,45,43
78,334,1,0,32,51,58,45,43
79,295,1,0,32,51,58,45,43
86,446,1,0,32,51,58,45,43
90,364,1,0,32,51,58,45,43
91,422,1,0,32,51,58,45,43
93,363,1,0,32,51,58,45,43
96,356,1,0,32,51,58,45,43
98,335,1,0,32,51,58,45,43
106,416,1,0,32,51,58,45,43
108,340,1,0,32,51,58,45,43
109,319,1,0,32,51,58,45,43
119,324,1,0,32,51,58,45,43
120,314,1,0,32,51,58,45,43
123,364,1,0,32,51,58,45,43
128,344,1,0,32,51,58,45,43
140,510,1,0,32,51,58,45,43
146,422,1,0,32,51,58,45,43
150,391,1,0,32,51,58,45,43
154,354,1,0,32,51,58,45,43
157,413,1,0,32,51,58,45,43
158,329,1,0,32,51,58,45,43
185,357,1,0,32,51,58,45,43
186,384,1,0,32,51,58,45,43
188,323,1,0,32,51,58,45,43
191,344,1,0,32,51,58,45,43
192,360,1,0,32,51,58,45,43
194,242,0,0,32,51,58,45,43
202,338,1,0,32,51,58,45,43
203,490,1,0,32,51,58,45,43
216,423,1,0,32,51,58,45,43
219,399,1,0,32,51,58,45,43
221,456,1,0,32,51,58,45,43
223,353,1,0,32,51,58,45,43
225,346,1,0,32,51,58,45,43
229,349,1,0,32,51,58,45,43
232,332,1,0,32,51,58,45,43
247,461,1,0,32,51,58,45,43
252,319,1,0,32,51,58,45,43
253,297,1,0,32,51,58,45,43
254,551,1,0,32,51,58,45,43
279,440,1,0,32,51,58,45,43
280,366,1,0,32,51,58,45,43
285,378,1,0,32,51,58,45,43
286,402,1,0,32,51,58,45,43
290,353,1,0,32,51,58,45,43
291,432,1,0,32,51,58,45,43
294,424,1,0,32,51,58,45,43
3,306,1,0,32,51,58,45,43
5,366,1,0,32,51,58,45,43
17,287,1,0,32,51,58,45,43
19,410,0,0,32,51,58,45,43
27,330,1,0,32,51,58,45,43
29,495,0,0,32,51,58,45,43
31,365,1,0,32,51,58,45,43
35,327,1,0,32,51,58,45,43
41,549,1,0,32,51,58,45,43
45,448,0,0,32,51,58,45,43
55,378,1,0,32,51,58,45,43
61,318,1,0,32,51,58,45,43
65,342,1,0,32,51,58,45,43
83,331,1,0,32,51,58,45,43
95,366,1,0,32,51,58,45,43
101,356,1,0,32,51,58,45,43
125,359,1,0,32,51,58,45,43
127,395,1,0,32,51,58,45,43
157,337,1,0,32,51,58,45,43
169,305,1,0,32,51,58,45,43
185,339,1,0,32,51,58,45,43
187,313,1,0,32,51,58,45,43
189,320,1,0,32,51,58,45,43
195,334,1,0,32,51,58,45,43
199,292,1,0,32,51,58,45,43
205,311,1,0,32,51,58,45,43
217,340,1,0,32,51,58,45,43
231,286,1,0,32,51,58,45,43
235,324,1,0,32,51,58,45,43
237,283,1,0,32,51,58,45,43
253,315,1,0,32,51,58,45,43
259,367,1,0,32,51,58,45,43
267,315,1,0,32,51,58,45,43
275,333,1,0,32,51,58,45,43
283,677,1,0,32,51,58,45,43
289,343,1,0,32,51,58,45,43
293,298,1,0,32,51,58,45,43
295,321,1,0,32,51,58,45,43
297,361,1,0,32,51,58,45,43
299,420,1,0,32,51,58,45,43
0,3965,0,0,32,51,58,45,43
1,2831,0,3,32,51,58,45,43
2,4430,0,0,32,51,58,45,43
3,1418,0,3,32,51,58,45,43
4,1093,0,3,32,51,58,45,43
5,507,0,3,32,51,58,45,43
6,4433,0,0,32,51,58,45,43
7,611,0,0,32,51,58,45,43
8,1192,0,0,32,51,58,45,43
9,685,0,3,32,51,58,45,43
10,987,0,3,32,51,58,45,43
11,1580,0,2,32,51,58,45,43
12,447,0,3,32,51,58,45,43
13,1767,0,3,32,51,58,45,43
